id,complaint_text,category,urgency
1614,"Anonymous threats are being posted online targeting specific student groups.",Campus Life,Critical
1615,"Critical failure of the HVAC system in the research labs, potentially damaging sensitive experiments.",IT Support,Critical
1616,"Widespread reports of food poisoning after eating at the Student Union cafe yesterday.",Dining Services,Critical
1617,"A faculty member is engaging in quid pro quo harassment with students.",Academic,Critical
1618,"The fire escape route on the 3rd floor of the library is blocked by bookshelves.",Facilities,Critical
1619,"My roommate brought an unregistered emotional support animal that is aggressive.",Housing,High
1620,"My university login credentials have been stolen and used to access my financial aid information.",IT Support,Critical
1621,"My financial aid eligibility was revoked based on incorrect SAP calculations.",Financial Aid,Critical
1622,"Gunshots heard near campus. Need immediate lockdown and safety information.",Campus Life,Critical
1623,"The server hosting final exams crashed mid-exam for hundreds of students.",IT Support,Critical
1624,"Confirmed Legionnaires' disease case linked to dorm water system.",Housing,Critical
1625,"Unauthorized personnel gained access to secure chemical storage area.",Campus Life,Critical
1626,"My professor is refusing to accommodate my documented religious observance.",Academic,High
1627,"The dining hall dishwashing machine is broken; plates feel greasy.",Dining Services,Medium
1628,"The online portal for viewing grades is displaying incorrect course names.",IT Support,Low
1629,"The bike racks outside the library are completely full by 9 AM.",Facilities,Low
1630,"My RA hasn't organized any floor activities all semester.",Housing,Low
1631,"Need information on how summer course credits impact overall GPA calculation for financial aid.",Financial Aid,Low
1632,"The campus needs more advertising for its career services resources.",Campus Life,Low
1633,"The course website links to external resources are all broken.",IT Support,Medium
1634,"The fountain drinks machine is dispensing flat soda.",Dining Services,Low
1635,"My request for independent study approval has been pending for over a month.",Academic,Medium
1636,"The sidewalk is flooded near the corner of University and Main due to poor drainage.",Facilities,Medium
1637,"The light in my dorm room closet (Cedar 219) is burnt out.",Housing,Low
1638,"My student ID card won't scan at the campus bookstore.",IT Support,Low
1639,"Need clarification on the deadline for accepting federal work-study offers.",Financial Aid,Low
1640,"The campus needs more benches and outdoor seating.",Campus Life,Low
1641,"The specialized video editing software in the media lab is outdated.",IT Support,Medium
1642,"The deli sandwiches often have very little meat/filling.",Dining Services,Low
1643,"My professor for MATH 101 provides incorrect answers during help sessions.",Academic,Medium
1644,"The elevator in the Student Services building is moving very slowly.",Facilities,Low
1645,"My dorm room (Elm 607) window rattles loudly when it's windy.",Housing,Low
1646,"My financial aid hasn't factored in my change to off-campus residency.",Financial Aid,Medium
1647,"The campus needs better support for students with families/dependents.",Campus Life,Medium
1648,"The campus network connection is required for a take-home exam, but the network is down.",IT Support,Critical
1649,"The salad bar tongs were dropped on the floor and put back without washing.",Dining Services,High
1650,"My disability accommodation for priority registration was not processed correctly.",Academic,High
1651,"A large branch fell from a tree near the main entrance, narrowly missing pedestrians.",Facilities,High
1652,"My roommate's overnight guest has been staying for over a week, violating policy.",Housing,Medium
1653,"My account is blocked from making tuition payments online.",Financial Aid,High
1654,"The professor for ENGL 212 cancelled office hours without notice right before a major paper was due.",Academic,Medium
1655,"The automatic door opener for the library is very slow to respond.",Facilities,Low
1656,"My dorm room (Laurel 408) AC is stuck on the coldest setting.",Housing,Medium
1657,"My student ID card is not working for meal swipes at the dining hall.",IT Support,High
1658,"Need assistance finding scholarship applications specific to my major.",Financial Aid,Low
1659,"The campus recreation center needs better maintenance of the swimming pool area.",Campus Life,Low
1660,"The university VPN connection is extremely slow, making remote work difficult.",IT Support,Medium
1661,"The dining hall ran out of coffee cups this morning.",Dining Services,Low
1662,"I have a documented disability, but one professor refuses to provide lecture notes as an accommodation.",Academic,High
1663,"The lighting on the path behind the student union is burnt out.",Facilities,Medium
1664,"My RA entered my room for an inspection without providing proper notice.",Housing,Medium
1665,"My financial aid refund is needed urgently to purchase required textbooks.",Financial Aid,High
1666,"The campus needs more events focused on sustainability and environmental awareness.",Campus Life,Low
1667,"The specialized architecture software (Revit) keeps crashing on lab computers.",IT Support,High
1668,"The burger I received from the grill was raw in the middle.",Dining Services,Critical
1669,"My professor for CHEM 101 lost my midterm exam.",Academic,High
1670,"The elevator in the Student Union is stuck between floors with passengers inside.",Facilities,Critical
1671,"My roommate is engaging in harassment and making threats. I need immediate removal.",Housing,Critical
1672,"My student account has been locked due to suspicious activity I did not initiate.",IT Support,Critical
